startup_id,month,revenue_inr_lakhs,burn_inr_lakhs,cash_balance_inr_lakhs,runway_months,active_users,monthly_churn_rate,mom_growth_rate
S005,2025-02,20.0,50.65,0.0,0.0,31,0.0983,0.0806
S005,2025-03,20.51,51.54,0.0,0.0,29,0.0782,-0.0183
S005,2025-04,21.79,51.59,0.0,0.0,28,0.0885,0.0627
S005,2025-05,21.72,51.61,0.0,0.0,24,0.1217,-0.0032
S005,2025-06,22.4,51.84,0.0,0.0,22,0.1081,0.0313
S005,2025-07,23.47,52.85,0.0,0.0,21,0.1119,0.0475
S005,2025-08,21.48,53.45,0.0,0.0,16,0.1277,
S005,2025-09,19.51,53.67,0.0,0.0,12,0.1102,-0.0916
S005,2025-10,17.21,53.6,0.0,0.0,10,0.0879,-0.1178
S005,2025-11,14.86,54.47,0.0,0.0,10,0.09,-0.1364
S005,2025-12,14.4,54.71,0.0,0.0,10,0.0992,-0.0313
S005,2026-01,17.12,54.45,0.0,0.0,10,,0.1886
S005,2026-02,17.47,55.24,0.0,0.0,10,0.1022,0.0206
S005,2026-03,16.94,55.07,0.0,0.0,10,0.1507,-0.0302
S005,2026-04,17.5,57.31,0.0,0.0,10,0.0852,
S005,2026-05,16.96,57.5,0.0,0.0,10,0.0991,-0.0307
S005,2026-06,17.07,56.56,0.0,0.0,10,0.1225,0.0065
S006,2024-07,17.15,37.88,1.73,0.1,167,,0.1296
S006,2024-08,16.51,38.78,0.0,0.0,155,0.0589,-0.0378
S006,2024-09,16.32,39.88,0.0,0.0,151,0.0647,-0.0111
S006,2024-10,15.94,40.12,0.0,0.0,141,0.036,-0.0231
S006,2024-11,18.0,41.11,0.0,0.0,132,0.116,0.046
S006,2024-12,15.63,41.81,0.0,0.0,122,0.0341,-0.0626
S006,2025-01,15.13,42.07,0.0,0.0,109,0.0785,-0.0324
S006,2025-02,16.16,42.89,0.0,0.0,113,0.0194,0.068
S006,2025-03,14.43,44.69,0.0,0.0,99,0.0545,-0.1066
S006,2025-04,12.82,44.27,0.0,0.0,82,0.0727,-0.1116
S006,2025-05,13.34,43.25,0.0,0.0,80,0.0842,0.04
S006,2025-06,13.75,42.74,0.0,0.0,77,0.0631,0.0308
S006,2025-07,12.2,42.78,0.0,0.0,66,0.0535,-0.1128
S006,2025-08,10.32,43.07,0.0,0.0,54,0.0335,-0.1537
S006,2025-09,10.62,43.08,0.0,0.0,50,0.0728,0.0289
S006,2025-10,11.47,42.56,0.0,0.0,52,0.0255,0.0803
S006,2025-11,9.82,42.86,0.0,0.0,43,0.0515,-0.1439
S006,2025-12,10.3,41.75,0.0,0.0,44,0.0399,0.0482
S006,2026-01,10.93,42.86,0.0,0.0,43,0.0809,0.062
S006,2026-02,11.24,44.06,0.0,0.0,42,0.0506,0.0281
S006,2026-03,11.01,43.66,0.0,0.0,38,0.0576,-0.0202
S006,2026-04,10.94,42.84,0.0,0.0,36,0.0529,-0.0064
S006,2026-05,10.52,42.94,0.0,0.0,33,0.0594,-0.0385
S006,2026-06,10.45,43.95,0.0,0.0,34,0.0146,-0.0066
S007,2024-07,6.02,13.65,32.54,4.3,847,0.0836,0.0461
S007,2024-08,6.39,13.36,25.58,3.7,890,0.0615,0.0623
S007,2024-09,6.95,13.4,19.13,3.0,930,0.0531,0.0873
S007,2024-10,7.24,13.48,12.88,2.1,952,0.0406,0.0414
S007,2024-11,6.98,13.88,5.98,0.9,888,0.0467,-0.0359
S007,2024-12,7.6,13.77,0.0,0.0,940,0.0689,0.0898
S007,2025-01,8.08,13.82,0.0,0.0,964,0.0284,0.0634
S007,2025-02,8.83,13.94,0.0,0.0,1001,0.0765,0.0923
S007,2025-03,9.77,13.82,0.0,0.0,1032,0.0645,0.1069
S007,2025-04,9.31,13.33,0.0,0.0,979,0.0444,-0.0472
S007,2025-05,8.72,13.21,0.0,0.0,879,0.0362,-0.0637
S007,2025-06,9.07,12.98,0.0,0.0,875,0.0839,
S007,2025-07,8.11,12.77,0.0,0.0,755,0.0633,-0.1054
S007,2025-08,8.13,12.72,0.0,0.0,711,0.039,0.0023
S007,2025-09,9.07,12.22,0.0,0.0,733,0.1087,0.1162
S007,2025-10,9.71,12.33,0.0,0.0,755,0.057,0.0703
S007,2025-11,9.89,12.42,0.0,0.0,715,0.0614,0.0182
S007,2025-12,9.66,12.14,0.0,0.0,638,0.0815,-0.0227
S007,2026-01,8.84,12.2,0.0,0.0,540,0.0924,-0.0852
S007,2026-02,8.78,11.78,0.0,0.0,507,0.0594,
S007,2026-03,8.53,11.87,0.0,0.0,449,0.099,-0.0286
S007,2026-04,8.86,11.62,0.0,0.0,429,0.09,0.0391
S007,2026-05,8.82,11.6,0.0,0.0,401,0.0715,-0.0052
S007,2026-06,9.72,11.65,0.0,0.0,426,0.0564,0.1019
S008,2024-07,34.29,84.7,0.0,0.0,307,0.0272,0.1223
S008,2024-08,40.69,83.04,0.0,0.0,357,0.0159,0.1867
S008,2024-09,49.27,80.74,0.0,0.0,422,0.0216,0.2108
S008,2024-10,52.05,81.23,0.0,0.0,448,0.0356,0.0562
S008,2024-11,51.28,81.42,0.0,0.0,412,0.0403,-0.0147
S008,2024-12,56.22,81.17,0.0,0.0,441,0.0194,0.0964
S008,2025-01,55.73,77.82,0.0,0.0,437,0.0306,-0.0086
S008,2025-02,61.06,76.76,0.0,0.0,487,0.001,0.0956
S008,2025-03,61.76,75.44,0.0,0.0,495,0.001,0.0114
S008,2025-04,63.74,75.26,0.0,0.0,522,0.001,0.0319
S008,2025-05,72.62,75.2,0.0,0.0,611,0.0204,0.1394
S008,2025-06,73.13,73.12,0.0,99.0,629,0.025,0.0071
S008,2025-07,77.66,75.42,0.0,99.0,657,0.013,0.0619
S008,2025-08,79.06,76.15,0.0,99.0,675,0.001,0.018
S008,2025-09,92.7,75.45,0.0,99.0,756,0.0374,0.1725
S008,2025-10,96.91,73.1,0.0,99.0,800,0.0126,0.0455
S008,2025-11,104.86,74.68,0.0,99.0,876,0.001,0.082
S008,2025-12,109.66,74.99,0.0,99.0,916,0.0212,0.0458
S008,2026-01,100.0,73.43,0.0,99.0,932,,0.0133
S008,2026-02,120.31,74.25,0.0,99.0,987,,0.0827
S008,2026-03,145.19,72.35,0.0,99.0,1174,0.0278,0.2068
S008,2026-04,158.63,72.13,0.0,99.0,1301,0.0034,0.0926
S008,2026-05,166.75,73.6,0.0,99.0,1366,0.0225,0.0512
S008,2026-06,174.6,73.03,0.0,99.0,1432,0.001,0.0471
S009,2024-07,14.86,33.7,100.76,5.4,552,,0.1716
S009,2024-08,12.96,33.64,80.09,3.9,430,0.082,-0.1278
S009,2024-09,13.66,33.57,60.18,3.0,429,0.0533,0.0542
S009,2024-10,11.62,33.67,38.13,1.7,321,0.0951,-0.1496
S009,2024-11,12.27,32.7,17.7,0.9,322,,0.0561
S009,2024-12,12.06,32.57,0.0,0.0,291,0.0781,-0.0176
S009,2025-01,12.08,32.01,0.0,0.0,262,0.0954,0.0017
S009,2025-02,12.38,31.45,0.0,0.0,260,0.0587,0.0247
S009,2025-03,13.04,32.79,0.0,0.0,257,0.0685,0.0537
S009,2025-04,13.25,33.34,0.0,0.0,237,0.0792,0.016
S009,2025-05,14.52,33.03,0.0,0.0,240,0.107,0.0962
S009,2025-06,14.84,32.82,0.0,0.0,228,0.0816,0.0219
S009,2025-07,15.96,32.19,0.0,0.0,221,0.0916,0.0755
S009,2025-08,15.39,32.08,0.0,0.0,213,,-0.0359
S009,2025-09,14.65,31.96,0.0,0.0,177,0.1128,-0.0479
S009,2025-10,12.97,31.58,0.0,0.0,137,0.0719,-0.1144
S009,2025-11,13.5,31.61,0.0,0.0,125,0.1122,0.0408
S009,2025-12,12.53,31.26,0.0,0.0,108,0.0876,-0.0722
S009,2026-01,13.89,31.93,0.0,0.0,112,0.0949,0.1084
S009,2026-02,15.0,31.94,0.0,0.0,104,0.0656,-0.0147
S009,2026-03,14.08,32.94,0.0,0.0,99,0.0848,0.029
S009,2026-04,14.61,32.54,0.0,0.0,99,0.0733,0.0379
S009,2026-05,14.1,31.58,0.0,0.0,88,0.103,-0.0351
S009,2026-06,14.05,31.21,0.0,0.0,78,0.095,-0.0034
S010,2024-07,19.51,36.87,206.35,11.9,1712,0.1392,-0.0149
S010,2024-08,17.87,37.08,187.14,9.7,1380,0.1555,-0.084
S010,2024-09,18.27,37.71,167.7,8.6,1283,0.1093,0.0223
S010,2024-10,18.4,37.74,148.36,7.7,1125,0.1145,0.0072
S010,2024-11,15.15,36.45,127.06,6.0,785,0.138,-0.1764
S010,2024-12,14.0,36.4,104.66,4.7,628,0.1306,-0.0761
S010,2025-01,11.98,37.24,79.39,3.1,463,0.1325,-0.1446
S010,2025-02,12.33,36.82,54.9,2.2,410,0.1507,0.0296
S010,2025-03,12.75,37.55,30.1,1.2,388,0.1056,0.0337
S010,2025-04,12.6,37.76,4.94,0.2,338,0.1245,-0.0113
S010,2025-05,12.95,38.38,0.0,0.0,297,0.127,0.0277
S010,2025-06,12.98,39.13,0.0,0.0,255,0.1724,0.0022
S010,2025-07,10.52,39.39,0.0,0.0,170,0.1626,-0.1893
S010,2025-08,10.41,40.29,0.0,0.0,152,0.1139,-0.0111
S010,2025-09,9.81,40.48,0.0,0.0,120,0.143,-0.0574
S010,2025-10,10.45,40.34,0.0,0.0,109,0.1316,0.0657
S010,2025-11,10.66,41.71,0.0,0.0,97,0.1161,0.0202
S010,2025-12,10.5,43.13,0.0,0.0,84,0.0974,-0.0151
S010,2026-01,9.73,42.64,0.0,0.0,65,0.11,-0.0737
S010,2026-02,9.82,43.14,0.0,0.0,62,,0.0098
S010,2026-03,10.78,42.71,0.0,0.0,58,0.1497,
S010,2026-04,10.53,42.21,0.0,0.0,47,0.1707,-0.0229
S010,2026-05,10.24,41.84,0.0,0.0,40,0.1636,-0.0272
S010,2026-06,11.2,42.85,0.0,0.0,40,0.1139,0.0931
S011,2024-07,24.56,74.91,56.16,1.1,132,0.1007,-0.1744
S011,2024-08,24.0,74.86,4.89,0.1,108,0.119,-0.0393
S011,2024-09,24.37,75.87,0.0,0.0,94,0.1466,0.033
S011,2024-10,24.26,76.42,0.0,0.0,81,0.1323,-0.0047
S011,2024-11,26.77,73.62,0.0,0.0,83,0.0843,0.1037
S011,2024-12,24.66,72.03,0.0,0.0,70,0.0988,-0.079
S011,2025-01,21.87,72.42,0.0,0.0,53,0.13,-0.113
S011,2025-02,21.74,73.15,0.0,0.0,49,0.1055,-0.0061
S011,2025-03,20.48,73.22,0.0,0.0,40,0.1135,-0.058
S011,2025-04,16.77,73.13,0.0,0.0,28,0.1274,-0.1812
S011,2025-05,17.51,71.67,0.0,0.0,25,0.1173,0.0446
S011,2025-06,18.29,71.99,0.0,0.0,23,0.0898,0.0445
S011,2025-07,19.11,71.81,0.0,0.0,21,0.0926,0.0446
S011,2025-08,19.08,74.21,0.0,0.0,19,0.0989,-0.0015
S011,2025-09,19.59,72.68,0.0,0.0,17,0.0741,0.0269
S011,2025-10,20.32,72.95,0.0,0.0,15,0.1234,0.037
S011,2025-11,20.57,72.22,0.0,0.0,13,0.1271,0.0121
S011,2025-12,19.37,73.18,0.0,0.0,11,0.0827,-0.058
S011,2026-01,19.86,73.84,0.0,0.0,10,0.0932,0.0254
S011,2026-02,19.66,73.18,0.0,0.0,10,0.122,-0.0101
S011,2026-03,21.45,77.23,0.0,0.0,10,0.1035,0.091
S011,2026-04,22.45,80.18,0.0,0.0,10,0.1077,0.0463
S011,2026-05,20.9,80.25,0.0,0.0,10,0.1004,-0.0689
S011,2026-06,23.9,78.75,0.0,0.0,10,0.0952,0.1436
S012,2024-07,7.74,18.73,74.42,6.8,369,0.0749,0.0664
S012,2024-08,7.91,18.71,63.62,5.9,368,0.0445,0.0221
S012,2024-09,8.92,18.64,53.9,5.5,394,0.0505,0.128
S012,2024-10,9.94,18.92,44.93,5.0,430,0.0322,0.1139
S012,2024-11,11.64,19.05,37.52,5.1,469,0.0779,0.1712
S012,2024-12,11.63,19.07,30.08,4.0,458,0.059,-0.0009
S012,2025-01,13.73,19.22,24.59,4.5,512,0.067,0.1802
S012,2025-02,14.22,19.21,19.6,3.9,505,0.0714,0.0358
S012,2025-03,16.48,18.98,17.09,6.8,571,0.0464,0.1589
S012,2025-04,17.73,18.73,16.09,16.1,595,0.0577,0.0761
S012,2025-05,19.45,18.24,16.09,99.0,639,0.037,0.0969
S012,2025-06,21.79,18.27,16.09,99.0,682,0.0621,0.1204
S012,2025-07,24.51,18.2,16.09,99.0,742,0.0747,0.1248
S012,2025-08,25.43,18.05,16.09,99.0,734,0.0524,0.0376
S012,2025-09,30.94,18.08,16.09,99.0,882,0.0356,0.2165
S012,2025-10,34.81,18.14,16.09,99.0,929,0.0879,0.1252
S012,2025-11,37.97,17.37,16.09,99.0,1001,0.0484,0.0907
S012,2025-12,41.9,16.54,16.09,99.0,1092,0.0417,0.1034
S012,2026-01,47.83,16.21,16.09,99.0,1204,0.0404,0.1417
S012,2026-02,51.14,15.51,16.09,99.0,1248,0.067,0.0691
S012,2026-03,52.05,15.85,16.09,99.0,1251,0.0496,0.0178
S012,2026-04,57.83,15.84,16.09,99.0,1308,0.0592,0.1112
S012,2026-05,68.28,15.44,16.09,99.0,1513,0.0437,0.1806
S012,2026-06,73.63,15.63,16.09,99.0,1557,0.0792,0.0784
S013,2024-07,27.82,81.38,0.0,0.0,81,0.0495,0.0029
S013,2024-08,27.02,82.6,0.0,0.0,75,0.0544,-0.0287
S013,2024-09,22.51,79.0,0.0,0.0,59,0.0766,-0.1671
S013,2024-10,21.83,79.06,0.0,0.0,52,0.07,-0.0301
S013,2024-11,20.45,79.88,0.0,0.0,46,0.0651,-0.0633
S013,2024-12,19.75,80.55,0.0,0.0,40,0.0915,-0.034
S013,2025-01,19.72,80.09,0.0,0.0,36,0.0806,-0.0016
S013,2025-02,17.52,80.39,0.0,0.0,30,0.0361,-0.1115
S013,2025-03,14.72,81.81,0.0,0.0,22,0.0948,-0.1602
S013,2025-04,14.45,83.44,0.0,0.0,19,0.0918,-0.0178
S013,2025-05,14.51,82.53,0.0,0.0,17,0.0754,0.0036
S013,2025-06,13.07,82.75,0.0,0.0,14,0.0807,-0.0991
S013,2025-07,12.69,83.98,0.0,0.0,13,0.0868,-0.0292
S013,2025-08,10.47,82.99,0.0,0.0,10,0.1033,-0.1745
S013,2025-09,10.62,83.54,0.0,0.0,10,0.1159,
S013,2025-10,11.02,86.63,0.0,0.0,10,0.0535,
S013,2025-11,10.0,86.86,0.0,0.0,10,0.0686,-0.1153
S013,2025-12,9.58,87.28,0.0,0.0,10,0.1034,-0.0181
S013,2026-01,10.65,87.64,0.0,0.0,10,0.0717,0.1126
S013,2026-02,9.82,83.94,0.0,0.0,10,0.0694,-0.0785
S013,2026-03,9.66,82.03,0.0,0.0,10,,-0.0161
S013,2026-04,9.06,82.21,0.0,0.0,10,0.0955,-0.0621
S013,2026-05,8.93,86.86,0.0,0.0,10,0.0813,-0.0142
S013,2026-06,8.02,86.7,0.0,0.0,10,0.0561,-0.1023
S014,2024-07,11.95,29.25,194.34,11.2,1419,0.001,-0.0043
S014,2024-08,12.93,29.2,178.07,10.9,1563,0.0206,0.0818
S014,2024-09,14.07,28.94,163.2,11.0,1684,0.008,0.0881
S014,2024-10,13.7,29.2,147.7,9.5,1581,0.001,-0.026
S014,2024-11,13.17,29.08,131.8,8.3,1464,0.0356,-0.0385
S014,2024-12,13.96,29.04,116.72,7.7,1556,0.0297,0.0595
S014,2025-01,15.44,28.09,104.06,8.2,1745,0.0093,0.106
S014,2025-02,16.21,28.5,91.77,7.5,1813,0.0063,0.0503
S014,2025-03,14.67,28.19,78.25,5.8,1534,0.0587,-0.0952
S014,2025-04,13.01,28.66,62.6,4.0,1380,0.0222,-0.1135
S014,2025-05,13.74,29.2,47.13,3.0,1393,0.0419,0.0566
S014,2025-06,14.0,28.62,31.67,2.0,1386,0.001,-0.0424
S014,2025-07,13.96,28.96,16.66,1.1,1463,0.001,0.0606
S014,2025-08,12.49,29.7,0.0,0.0,1293,0.0368,-0.1049
S014,2025-09,11.92,30.64,0.0,0.0,1214,0.001,-0.0455
S014,2025-10,11.4,30.43,0.0,0.0,1161,0.0061,-0.0439
S014,2025-11,10.54,31.23,0.0,0.0,1066,0.0021,-0.0753
S014,2025-12,11.61,30.56,0.0,0.0,1210,0.001,0.1013
S014,2026-01,13.42,30.34,0.0,0.0,1378,0.0042,0.156
S014,2026-02,13.75,30.11,0.0,0.0,1431,0.0031,0.024
S014,2026-03,13.01,29.95,0.0,0.0,1357,0.001,
S014,2026-04,13.24,30.15,0.0,0.0,1404,0.0099,0.0171
S014,2026-05,12.12,29.31,0.0,0.0,1220,0.0157,-0.0842
S014,2026-06,12.56,28.68,0.0,0.0,1238,0.0366,0.0365
S015,2024-07,5.08,7.9,68.02,24.1,128,0.0881,-0.0234
S015,2024-08,5.64,7.59,66.07,33.9,129,0.0834,0.11
S015,2024-09,5.87,7.92,64.01,31.1,125,0.0927,0.04
S015,2024-10,6.86,8.08,62.8,51.7,134,,0.17
S015,2024-11,7.21,7.96,62.05,82.6,135,0.0563,0.0505
S015,2024-12,7.7,8.22,61.53,99.0,135,0.0796,0.0683
S015,2025-01,7.8,8.34,60.99,99.0,123,0.0843,0.0124
S015,2025-02,8.2,8.38,60.82,99.0,121,0.0919,0.0515
S015,2025-03,7.92,8.21,60.52,99.0,104,0.0996,
S015,2025-04,8.45,7.79,60.52,99.0,96,0.1412,0.0668
S015,2025-05,10.0,7.71,60.52,99.0,102,0.0951,0.124
S015,2025-06,10.65,7.66,60.52,99.0,108,0.0841,0.1223
S015,2025-07,12.7,7.67,60.52,99.0,115,0.126,0.1923
S015,2025-08,14.09,7.81,60.52,99.0,117,0.0786,0.1094
S015,2025-09,15.8,7.7,60.52,99.0,122,0.0689,0.1211
S015,2025-10,16.12,7.81,60.52,99.0,115,0.0971,0.0202
S015,2025-11,17.37,7.7,60.52,99.0,116,,0.0776
S015,2025-12,18.89,7.74,60.52,99.0,119,0.0715,0.0874
S015,2026-01,18.94,7.72,60.52,99.0,110,0.054,0.0031
S015,2026-02,19.72,7.61,60.52,99.0,105,0.089,
S015,2026-03,20.79,7.68,60.52,99.0,103,0.0776,0.0541
S015,2026-04,23.69,7.66,60.52,99.0,110,0.0832,0.1396
S015,2026-05,24.7,7.52,60.52,99.0,106,0.0669,0.0426
S015,2026-06,27.28,7.41,60.52,99.0,110,0.0837,0.1047
S016,2024-07,3.38,8.53,31.49,6.1,315,0.0519,-0.0489
S016,2024-08,3.55,8.68,26.36,5.1,290,0.1128,0.0507
S016,2024-09,3.59,8.68,21.27,4.2,287,0.0469,0.0113
S016,2024-10,4.0,8.76,16.46,3.4,305,0.0737,0.1009
S016,2024-11,3.88,8.74,11.6,2.4,291,0.0542,-0.0191
S016,2024-12,3.64,8.71,6.53,1.3,248,0.0757,-0.0597
S016,2025-01,3.69,8.69,1.54,0.3,226,0.0881,0.0127
S016,2025-02,3.69,8.86,0.0,0.0,210,0.0635,-0.0013
S016,2025-03,4.03,8.74,0.0,0.0,210,0.0895,0.094
S016,2025-04,4.2,8.88,0.0,0.0,210,0.0645,0.0407
S016,2025-05,4.39,9.21,0.0,0.0,195,0.1004,0.0463
S016,2025-06,4.0,9.03,0.0,0.0,198,0.0728,0.0816
S016,2025-07,4.69,9.19,0.0,0.0,181,0.0731,-0.0131
S016,2025-08,4.8,9.19,0.0,0.0,172,0.0772,0.024
S016,2025-09,4.22,9.17,0.0,0.0,145,0.0402,-0.1197
S016,2025-10,4.08,8.88,0.0,0.0,127,0.0937,-0.034
S016,2025-11,4.19,8.94,0.0,0.0,129,0.0616,0.0265
S016,2025-12,4.33,8.98,0.0,0.0,127,0.0884,0.0339
S016,2026-01,4.36,8.88,0.0,0.0,119,0.0945,0.0057
S016,2026-02,4.86,8.61,0.0,0.0,120,0.1,0.1148
S016,2026-03,5.16,8.55,0.0,0.0,119,0.0514,0.0618
S016,2026-04,4.88,8.55,0.0,0.0,106,0.0385,-0.0544
S016,2026-05,5.06,8.07,0.0,0.0,96,0.0846,0.0372
S016,2026-06,5.29,8.05,0.0,0.0,93,0.0798,0.0456
S017,2024-07,30.39,73.76,0.0,0.0,164,0.0961,0.074
